Run,Country,ST_N,DataBase,Phylogroup_N,Human_N,Source_an,Collection.B,Collection.Year,Source,Continet
SRR3438302,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3438304,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3438310,United States,641,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR3438317,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3440342,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3457713,United States,2354,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR3457717,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3457724,United States,641,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR3457728,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3457735,United States,2354,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR3457776,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3465472,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3465491,United States,2522,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR3465506,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3465509,United States,127,Enterobase,B2,Non,Animal,1983,1983,Animal,North America
SRR3465510,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3466318,United States,2521,Enterobase,NF,Non,Animal,2006,2006,Animal,North America
SRR3466383,United States,10,Enterobase,A,Non,Animal,2008,2008,Animal,North America
SRR3466385,United States,641,Enterobase,NF,Non,Animal,2008,2008,Animal,North America
SRR3657383,United States,737,Enterobase,NF,Non,Animal,1988,1988,Animal,North America
SRR3657384,New Zealand,10,Enterobase,A,Non,Animal,1988,1988,Animal,Oceania
SRR3657427,United States,10,Enterobase,A,Non,Animal,1988,1988,Animal,North America
SRR3726211,United States,641,Enterobase,NF,Non,Animal,1975,1975,Animal,North America
SRR3825876,United States,278,Enterobase,AxB1,Non,Animal,1995,1995,Animal,North America
SRR3951481,Indonesia,48,Enterobase,A,Non,Animal,1995,1995,Animal,Asia
SRR3957064,United States,278,Enterobase,AxB1,Non,Animal,1994,1994,Animal,North America
SRR3957068,United States,1727,Enterobase,NF,Non,Animal,1987,1987,Animal,North America
SRR3957086,United States,641,Enterobase,NF,Non,Animal,1996,1996,Animal,North America
SRR3957087,United States,641,Enterobase,NF,Non,Animal,1996,1996,Animal,North America
SRR3957088,United States,69,Enterobase,D,Non,Animal,1996,1996,Animal,North America
SRR3957116,Canada,10,Enterobase,A,Non,Animal,1990,1990,Animal,North America
SRR3971191,United States,423,Enterobase,NF,Non,Animal,1975,1975,Animal,North America
SRR3971766,United States,29,Enterobase,B1,Non,Animal,1995,1995,Animal,North America
SRR3971770,United States,10,Enterobase,A,Non,Animal,1995,1995,Animal,North America
SRR3971772,United States,10,Enterobase,A,Non,Animal,1996,1996,Animal,North America
SRR3972635,United States,10,Enterobase,A,Non,Animal,1997,1997,Animal,North America
SRR3974397,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3975192,United States,10,Enterobase,A,Non,Animal,1995,1995,Animal,North America
SRR3975209,United States,69,Enterobase,D,Non,Animal,1995,1995,Animal,North America
SRR3975550,United States,641,Enterobase,NF,Non,Animal,1989,1989,Animal,North America
SRR3975554,United States,641,Enterobase,NF,Non,Animal,1989,1989,Animal,North America
SRR3977245,United States,2354,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR3977440,United States,48,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3977443,United States,29,Enterobase,B1,Non,Animal,1983,1983,Animal,North America
SRR3986233,United States,2354,Enterobase,NF,Non,Animal,1987,1987,Animal,North America
SRR3987481,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3987502,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3987505,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3987506,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3987530,United States,10,Enterobase,A,Non,Animal,1990,1990,Animal,North America
SRR3987531,United States,973,Enterobase,NF,Non,Animal,1990,1990,Animal,North America
SRR3987548,India,10,Enterobase,A,Non,Animal,1990,1990,Animal,Asia
SRR3987551,Canada,10,Enterobase,A,Non,Animal,1990,1990,Animal,North America
SRR3987554,Canada,10,Enterobase,A,Non,Animal,1990,1990,Animal,North America
SRR3987556,Canada,10,Enterobase,A,Non,Animal,1990,1990,Animal,North America
SRR3987622,United States,973,Enterobase,NF,Non,Animal,1991,1991,Animal,North America
SRR3987627,United States,10,Enterobase,A,Non,Animal,1991,1991,Animal,North America
SRR3987635,United States,10,Enterobase,A,Non,Animal,1992,1992,Animal,North America
SRR3987669,United States,278,Enterobase,AxB1,Non,Animal,1980,1980,Animal,North America
SRR3987671,United States,641,Enterobase,NF,Non,Animal,1980,1980,Animal,North America
SRR3987672,United States,10,Enterobase,A,Non,Animal,1980,1980,Animal,North America
SRR3987681,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3987688,United States,10,Enterobase,A,Non,Animal,1986,1986,Animal,North America
SRR3987691,United States,847,Enterobase,NF,Non,Animal,1986,1986,Animal,North America
SRR3987697,United States,48,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3987700,United States,28,Enterobase,ABD,Non,Animal,1983,1983,Animal,North America
SRR3987713,United States,48,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3987715,United States,127,Enterobase,B2,Non,Animal,1983,1983,Animal,North America
SRR3987720,United States,641,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR3987722,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3987729,United States,973,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR3987731,United States,69,Enterobase,D,Non,Animal,1983,1983,Animal,North America
SRR3987749,United States,973,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR3987898,United States,1308,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR3987937,United States,10,Enterobase,A,Non,Animal,1988,1988,Animal,North America
SRR3987942,United States,10,Enterobase,A,Non,Animal,1988,1988,Animal,North America
SRR3987949,United States,10,Enterobase,A,Non,Animal,1978,1978,Animal,North America
SRR3987950,United States,641,Enterobase,NF,Non,Animal,1978,1978,Animal,North America
SRR3987963,United States,10,Enterobase,A,Non,Animal,1981,1981,Animal,North America
SRR3987985,United States,2521,Enterobase,NF,Non,Animal,1980,1980,Animal,North America
SRR3987986,United States,10,Enterobase,A,Non,Animal,1980,1980,Animal,North America
SRR3987987,United States,10,Enterobase,A,Non,Animal,1980,1980,Animal,North America
SRR3987988,United States,10,Enterobase,A,Non,Animal,1980,1980,Animal,North America
SRR3988015,United States,130,Enterobase,D,Non,Animal,1983,1983,Animal,North America
SRR3988040,United States,127,Enterobase,B2,Non,Animal,1983,1983,Animal,North America
SRR3988045,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3988062,United States,2521,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR3988106,United States,2248,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR3988107,United States,2248,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR3988108,United States,69,Enterobase,D,Non,Animal,1983,1983,Animal,North America
SRR3988112,United States,278,Enterobase,AxB1,Non,Animal,1983,1983,Animal,North America
SRR3988116,United States,10,Enterobase,A,Non,Animal,1981,1981,Animal,North America
SRR3988119,United States,10,Enterobase,A,Non,Animal,1981,1981,Animal,North America
SRR3988121,United States,641,Enterobase,NF,Non,Animal,1982,1982,Animal,North America
SRR3988122,United States,1248,Enterobase,NF,Non,Animal,1982,1982,Animal,North America
SRR3988123,United States,10,Enterobase,A,Non,Animal,1982,1982,Animal,North America
SRR3988126,United States,10,Enterobase,A,Non,Animal,1982,1982,Animal,North America
SRR3988127,United States,10,Enterobase,A,Non,Animal,1982,1982,Animal,North America
SRR3988134,United States,10,Enterobase,A,Non,Animal,1982,1982,Animal,North America
SRR3988137,United States,10,Enterobase,A,Non,Animal,1982,1982,Animal,North America
SRR3988143,United States,641,Enterobase,NF,Non,Animal,1980,1980,Animal,North America
SRR3988156,United States,10,Enterobase,A,Non,Animal,1980,1980,Animal,North America
SRR3988158,United States,10,Enterobase,A,Non,Animal,1980,1980,Animal,North America
SRR3988164,United States,10,Enterobase,A,Non,Animal,1980,1980,Animal,North America
SRR3988165,United States,10,Enterobase,A,Non,Animal,1980,1980,Animal,North America
SRR3988170,United States,278,Enterobase,AxB1,Non,Animal,1981,1981,Animal,North America
SRR3988171,United States,10,Enterobase,A,Non,Animal,1981,1981,Animal,North America
SRR3988181,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3988188,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3988191,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3989582,United States,129,Enterobase,B1,Non,Animal,2013,2013,Animal,North America
SRR3989583,United States,10,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR3989586,United States,48,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR3989589,United States,48,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR3989692,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3989732,United States,130,Enterobase,D,Non,Animal,1983,1983,Animal,North America
SRR3989747,United States,10,Enterobase,A,Non,Animal,1976,1976,Animal,North America
SRR3989782,United States,10,Enterobase,A,Non,Animal,1979,1979,Animal,North America
SRR3989783,United States,10,Enterobase,A,Non,Animal,1979,1979,Animal,North America
SRR3989801,United States,278,Enterobase,AxB1,Non,Animal,1979,1979,Animal,North America
SRR3989803,United States,218,Enterobase,A,Non,Animal,1979,1979,Animal,North America
SRR3989804,United States,10,Enterobase,A,Non,Animal,1979,1979,Animal,North America
SRR3993746,United States,29,Enterobase,B1,Non,Animal,1999,1999,Animal,North America
SRR3993752,China,10,Enterobase,A,Non,Animal,2000,2000,Animal,Asia
SRR3993770,China,10,Enterobase,A,Non,Animal,2000,2000,Animal,Asia
SRR3993777,United States,641,Enterobase,NF,Non,Animal,2000,2000,Animal,North America
SRR3993778,United States,10,Enterobase,A,Non,Animal,2000,2000,Animal,North America
SRR3993780,United States,10,Enterobase,A,Non,Animal,2000,2000,Animal,North America
SRR3993854,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3993865,United States,127,Enterobase,B2,Non,Animal,1983,1983,Animal,North America
SRR3993866,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3993872,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR4046407,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR4046413,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR4069557,United States,10,Enterobase,A,Non,Animal,2015,2015,Animal,North America
SRR4175534,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR4294807,United States,1727,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR4294809,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR4294818,United States,1727,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR4294820,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR4294833,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR4294956,United States,278,Enterobase,AxB1,Non,Animal,2014,2014,Animal,North America
SRR4294962,United States,1248,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR4294975,United States,278,Enterobase,AxB1,Non,Animal,2014,2014,Animal,North America
SRR4301124,United States,641,Enterobase,NF,Non,Animal,2016,2016,Animal,North America
SRR4340448,United States,10,Enterobase,A,Non,Animal,2016,2016,Animal,North America
SRR4340509,United Kingdom,16,Enterobase,B1,Non,Animal,NF,NF,Animal,Europe
SRR4340510,United Kingdom,16,Enterobase,B1,Non,Animal,NF,NF,Animal,Europe
SRR4417885,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR4417886,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR4417887,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR4417888,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR4417889,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR4417890,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR4417891,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR4417892,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR4417893,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR4417894,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR4417895,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR4417897,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR4417898,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR4417899,United States,29,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR5117050,United States,278,Enterobase,AxB1,Non,Animal,2016,2016,Animal,North America
SRR5117051,United States,10,Enterobase,A,Non,Animal,2016,2016,Animal,North America
SRR5117052,United States,10,Enterobase,A,Non,Animal,2016,2016,Animal,North America
SRR5117054,United States,48,Enterobase,A,Non,Animal,2016,2016,Animal,North America
SRR5181517,United States,278,Enterobase,AxB1,Non,Animal,2014,2014,Animal,North America
SRR5181550,United States,1727,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR5185882,United States,40,Enterobase,B1,Non,Animal,1983,1983,Animal,North America
SRR5187825,United States,278,Enterobase,AxB1,Non,Animal,1979,1979,Animal,North America
SRR5330818,United States,278,Enterobase,AxB1,Non,Animal,2014,2014,Animal,North America
SRR5336217,United States,10,Enterobase,A,Non,Animal,2000,2000,Animal,North America
SRR5336239,United States,2521,Enterobase,NF,Non,Animal,2001,2001,Animal,North America
SRR5336281,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR5336297,United States,127,Enterobase,B2,Non,Animal,2001,2001,Animal,North America
SRR5341971,United States,10,Enterobase,A,Non,Animal,2000,2000,Animal,North America
SRR5470038,United States,10,Enterobase,A,Non,Animal,2015,2015,Animal,North America
SRR5470040,United States,847,Enterobase,NF,Non,Animal,2015,2015,Animal,North America
SRR5470828,United States,16,Enterobase,B1,Non,Animal,1998,1998,Animal,North America
SRR5470986,United States,10,Enterobase,A,Non,Animal,2015,2015,Animal,North America
SRR5471002,United States,69,Enterobase,D,Non,Animal,1997,1997,Animal,North America
SRR5487915,United States,10,Enterobase,A,Non,Animal,2015,2015,Animal,North America
SRR5487916,United States,10,Enterobase,A,Non,Animal,2015,2015,Animal,North America
SRR5487918,United States,10,Enterobase,A,Non,Animal,2015,2015,Animal,North America
SRR5526028,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR5648037,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR5648040,United States,278,Enterobase,AxB1,Non,Animal,2017,2017,Animal,North America
SRR5680928,United States,10,Enterobase,A,Non,Animal,2015,2015,Animal,North America
SRR5683221,United States,16,Enterobase,B1,Non,Animal,2000,2000,Animal,North America
SRR5683232,United States,16,Enterobase,B1,Non,Animal,2000,2000,Animal,North America
SRR5851440,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR5851441,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR5862400,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR5862406,United States,278,Enterobase,AxB1,Non,Animal,2017,2017,Animal,North America
SRR5865594,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR5901510,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR5912883,United States,2562,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR5956528,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR5958610,United States,278,Enterobase,AxB1,Non,Animal,2017,2017,Animal,North America
SRR5958628,United States,641,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6010183,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6010191,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6051640,United States,278,Enterobase,AxB1,Non,Animal,2017,2017,Animal,North America
SRR6051674,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6051678,United States,641,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6179363,United States,16,Enterobase,B1,Non,Animal,2017,2017,Animal,North America
SRR6179820,United States,16,Enterobase,B1,Non,Animal,2017,2017,Animal,North America
SRR6219337,United States,278,Enterobase,AxB1,Non,Animal,2014,2014,Animal,North America
SRR6219405,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR6219406,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR6219409,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR6220197,United States,1308,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6220296,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6231917,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6231925,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6231936,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6238129,United States,278,Enterobase,AxB1,Non,Animal,2017,2017,Animal,North America
SRR6292791,United States,1727,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6292807,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6314301,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6314303,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6314825,United States,2522,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6367149,United States,16,Enterobase,B1,Non,Animal,2017,2017,Animal,North America
SRR6367411,United States,16,Enterobase,B1,Non,Animal,2017,2017,Animal,North America
SRR6372967,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6373603,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6373608,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6388498,United States,16,Enterobase,B1,Non,Animal,2017,2017,Animal,North America
SRR6388499,United States,16,Enterobase,B1,Non,Animal,2017,2017,Animal,North America
SRR6412360,United States,278,Enterobase,AxB1,Non,Animal,1987,1987,Animal,North America
SRR6426321,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6427360,United States,1276,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR6427365,United States,69,Enterobase,D,Non,Animal,1983,1983,Animal,North America
SRR6427421,United States,10,Enterobase,A,Non,Animal,1999,1999,Animal,North America
SRR6428533,China,10,Enterobase,A,Non,Animal,2000,2000,Animal,Asia
SRR6438320,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6438326,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6441250,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR6441270,United States,973,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR6441272,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR6459232,United States,1307,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6459234,United States,2521,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6491200,United States,2521,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6491681,United States,847,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6491689,United States,641,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6495215,United States,2522,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6495229,United States,641,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6495249,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6495257,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6495283,United States,2522,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6497955,United States,1727,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6498072,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6505024,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6505025,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6512620,United States,335,Enterobase,NF,Non,Animal,2007,2007,Animal,North America
SRR6703293,United States,10,Enterobase,A,Non,Animal,2009,2009,Animal,North America
SRR6703990,United States,29,Enterobase,B1,Non,Animal,2017,2017,Animal,North America
SRR6713429,United States,1721,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR6726552,United States,218,Enterobase,A,Non,Animal,1988,1988,Animal,North America
SRR6726616,United States,29,Enterobase,B1,Non,Animal,1988,1988,Animal,North America
SRR6726721,United States,10,Enterobase,A,Non,Animal,1988,1988,Animal,North America
SRR6727480,United States,847,Enterobase,NF,Non,Animal,1998,1998,Animal,North America
SRR6728013,United States,10,Enterobase,A,Non,Animal,1988,1988,Animal,North America
SRR6764214,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR6764225,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR6766643,United States,29,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR6787315,United States,10,Enterobase,A,Non,Animal,1980,1980,Animal,North America
SRR6787475,United States,10,Enterobase,A,Non,Animal,1980,1980,Animal,North America
SRR6787682,United States,1308,Enterobase,NF,Non,Animal,1980,1980,Animal,North America
SRR6788298,United States,10,Enterobase,A,Non,Animal,1980,1980,Animal,North America
SRR6788324,United States,641,Enterobase,NF,Non,Animal,1980,1980,Animal,North America
SRR6793386,United States,10,Enterobase,A,Non,Animal,1980,1980,Animal,North America
SRR6793447,United States,641,Enterobase,NF,Non,Animal,1980,1980,Animal,North America
SRR6793686,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR6793689,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR6793747,United States,10,Enterobase,A,Non,Animal,1979,1979,Animal,North America
SRR6793749,United States,48,Enterobase,A,Non,Animal,1979,1979,Animal,North America
SRR6837379,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR6843307,United States,641,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR6844252,United States,29,Enterobase,B1,Non,Animal,2018,2018,Animal,North America
SRR6844255,United States,69,Enterobase,D,Non,Animal,2018,2018,Animal,North America
SRR6919205,United States,641,Enterobase,NF,Non,Animal,2000,2000,Animal,North America
SRR6920769,United States,641,Enterobase,NF,Non,Animal,2000,2000,Animal,North America
SRR6921447,United States,48,Enterobase,A,Non,Animal,2000,2000,Animal,North America
SRR6933159,United States,2522,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR6979758,United States,278,Enterobase,AxB1,Non,Animal,2018,2018,Animal,North America
SRR6979759,United States,641,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR6985968,United States,641,Enterobase,NF,Non,Animal,1983,1983,Animal,North America
SRR6986380,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR6986381,United States,16,Enterobase,B1,Non,Animal,2018,2018,Animal,North America
SRR7009029,United States,48,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7011861,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7064601,United States,29,Enterobase,B1,Non,Animal,2000,2000,Animal,North America
SRR7064623,United States,10,Enterobase,A,Non,Animal,2000,2000,Animal,North America
SRR7066501,Argentina,48,Enterobase,A,Non,Animal,2000,2000,Animal,South America
SRR7066571,United States,10,Enterobase,A,Non,Animal,2000,2000,Animal,North America
SRR7084491,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7084528,United States,1172,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR7095840,United States,218,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7095842,United States,69,Enterobase,D,Non,Animal,2018,2018,Animal,North America
SRR7096228,United States,278,Enterobase,AxB1,Non,Animal,2018,2018,Animal,North America
SRR7096229,United States,278,Enterobase,AxB1,Non,Animal,2018,2018,Animal,North America
SRR7135403,United States,641,Enterobase,NF,Non,Animal,1999,1999,Animal,North America
SRR7135459,United States,641,Enterobase,NF,Non,Animal,1982,1982,Animal,North America
SRR7135490,United States,10,Enterobase,A,Non,Animal,1999,1999,Animal,North America
SRR7140590,United States,278,Enterobase,AxB1,Non,Animal,2018,2018,Animal,North America
SRR7154582,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7186449,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR7192401,United States,641,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR7192442,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7192738,United States,1727,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR7221510,United States,278,Enterobase,AxB1,Non,Animal,2018,2018,Animal,North America
SRR7227917,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR7231580,United States,1248,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR7257259,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7257284,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7257301,United States,48,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7257302,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7257314,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7257333,United States,48,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7257343,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7284516,United States,10,Enterobase,A,Non,Animal,2002,2002,Animal,North America
SRR7284660,United States,69,Enterobase,D,Non,Animal,2002,2002,Animal,North America
SRR7284863,United States,10,Enterobase,A,Non,Animal,2002,2002,Animal,North America
SRR7359646,United States,278,Enterobase,AxB1,Non,Animal,2018,2018,Animal,North America
SRR7359647,United States,2522,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR7360400,United States,1308,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR7360402,United States,2521,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR7360588,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7406081,United States,1727,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR7406090,United States,278,Enterobase,AxB1,Non,Animal,2018,2018,Animal,North America
SRR7406173,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7406187,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7406190,United States,218,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7439028,United States,278,Enterobase,AxB1,Non,Animal,2018,2018,Animal,North America
SRR7439292,United States,278,Enterobase,AxB1,Non,Animal,2018,2018,Animal,North America
SRR7439293,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7439637,United States,641,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR7458229,United States,69,Enterobase,D,Non,Animal,2018,2018,Animal,North America
SRR7458234,United States,1308,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR7468974,United States,1727,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
